x,uShooting,uFiniteDifference,uExact,shootingMinusExact,finiteDifferenceMinusExact,shootingMinusFiniteDifference
-0.390625,-0.356352527437379,-0.356353151274992,-0.356352527437846,4.67403893367191e-13,-6.2383714533043e-07,6.23837612734324e-07
-0.38671875,-0.357797667147051,-0.357798294304416,-0.357797667147522,4.7090109589476e-13,-6.27156894084102e-07,6.27157364985198e-07
-0.3828125,-0.359229667625629,-0.359230298079326,-0.359229667626103,4.74342787271098e-13,-6.30453222516536e-07,6.30453696859323e-07
-0.37890625,-0.360648489317607,-0.360649123043943,-0.360648489318085,4.77617945193742e-13,-6.33725858678602e-07,6.33726336296547e-07
-0.375,-0.362054092951786,-0.362054729926798,-0.362054092952267,4.8105963657008e-13,-6.36974531786905e-07,6.36975012846541e-07
-0.37109375,-0.363446439544519,-0.363447079743976,-0.363446439545003,4.84334794492725e-13,-6.40198972778894e-07,6.40199457113688e-07
-0.3671875,-0.364825490402944,-0.364826133802346,-0.364825490403432,4.87720974717831e-13,-6.4339891359122e-07,6.43399401312195e-07
-0.36328125,-0.366191207128199,-0.366191853702778,-0.36619120712869,4.90940621489244e-13,-6.46574088158935e-07,6.46574579099557e-07
-0.359375,-0.367543551618613,-0.367544201343338,-0.367543551619107,4.9427129056312e-13,-6.49724231416293e-07,6.49724725687584e-07
-0.35546875,-0.368882486072889,-0.368883138922466,-0.368882486073386,4.97601959636995e-13,-6.52849080018392e-07,6.52849577620351e-07
-0.3515625,-0.370207972993261,-0.370208628942134,-0.370207972993762,5.00821606408408e-13,-6.55948372507709e-07,6.55948873329315e-07
-0.34765625,-0.371519975188637,-0.371520634210989,-0.371519975189141,5.04041253179821e-13,-6.59021848703478e-07,6.59022352744731e-07
-0.34375,-0.372818455777716,-0.372819117847473,-0.372818455778223,5.07205388800003e-13,-6.62069250034758e-07,6.62069757240147e-07
-0.33984375,-0.374103378192094,-0.374104043282924,-0.374103378192604,5.10425035571416e-13,-6.65090319762474e-07,6.65090830187509e-07
-0.3359375,-0.375374706179342,-0.375375374264659,-0.375374706179856,5.13644682342829e-13,-6.68084802868396e-07,6.68085316513078e-07
-0.33203125,-0.376632403806069,-0.376633074859032,-0.376632403806586,5.16753306811779e-13,-6.71052446110654e-07,6.71052962863961e-07
-0.328125,-0.377876435460957,-0.377877109454475,-0.377876435461477,5.19750908978267e-13,-6.7399299796822e-07,6.73993517719129e-07
-0.32421875,-0.379106765857785,-0.379107442764517,-0.379106765858308,5.23026066900911e-13,-6.76906208696426e-07,6.76906731722493e-07
-0.3203125,-0.380323360038419,-0.380324039830776,-0.380323360038945,5.26134691369862e-13,-6.79791830660026e-07,6.79792356794717e-07
-0.31640625,-0.381526183375789,-0.381526866025936,-0.381526183376318,5.2913229353635e-13,-6.8264961794462e-07,6.82650147076913e-07
-0.3125,-0.382715201576839,-0.382715887056698,-0.382715201577371,5.32129895702838e-13,-6.85479326467675e-07,6.85479858597571e-07
-0.30859375,-0.383890380685453,-0.383891068966703,-0.383890380685988,5.35016475566863e-13,-6.88280714478129e-07,6.88281249494604e-07
-0.3046875,-0.385051687085361,-0.385052378139441,-0.385051687085899,5.38014077733351e-13,-6.91053541890252e-07,6.9105407990433e-07
-0.30078125,-0.386199087503017,-0.386199781301129,-0.386199087503558,5.41122702202301e-13,-6.93797570394672e-07,6.93798111517374e-07
-0.296875,-0.387332549010455,-0.387333245523563,-0.387332549010999,5.43953770915095e-13,-6.96512564624108e-07,6.96513108577879e-07
-0.29296875,-0.388452039028119,-0.388452738226956,-0.388452039028665,5.4678483962789e-13,-6.99198290599057e-07,6.99198837383896e-07
-0.2890625,-0.389557525327668,-0.389558227182734,-0.389557525328218,5.49671419491915e-13,-7.01854516560463e-07,7.01855066231882e-07
-0.28515625,-0.390648976034757,-0.390649680516323,-0.39064897603531,5.52446977053478e-13,-7.04481013358293e-07,7.04481565805271e-07
-0.28125,-0.391726359631789,-0.391727066709898,-0.391726359632345,5.55333556917503e-13,-7.07077553396829e-07,7.07078108730386e-07
-0.27734375,-0.392789644960642,-0.392790354605112,-0.3927896449612,5.58109114479066e-13,-7.09643912133462e-07,7.09644470242576e-07
-0.2734375,-0.393838801225367,-0.393839513405795,-0.393838801225928,5.60884672040629e-13,-7.12179866579898e-07,7.1218042746457e-07
-0.26953125,-0.394873797994866,-0.394874512680626,-0.39487379799543,5.63660229602192e-13,-7.14685196190334e-07,7.14685759850564e-07
-0.265625,-0.395894605205533,-0.395895322365783,-0.3958946052061,5.66269253710061e-13,-7.17159683083501e-07,7.17160249352755e-07
-0.26171875,-0.396901193163872,-0.396901912767552,-0.396901193164441,5.68989300120393e-13,-7.19603111432043e-07,7.19603680421343e-07
-0.2578125,-0.397893532549085,-0.397894254564924,-0.397893532549656,5.71542813077031e-13,-7.22015267906606e-07,7.22015839449419e-07
-0.25390625,-0.398871594415634,-0.398872318812149,-0.398871594416208,5.741518371849e-13,-7.24395941509304e-07,7.24396515661141e-07
-0.25,-0.39983535019577,-0.39983607694127,-0.399835350196346,5.76760861292769e-13,-7.26744923851275e-07,7.26745500612136e-07
-0.24609375,-0.400784771702035,-0.400785500764623,-0.400784771702614,5.79258863098175e-13,-7.29062008986148e-07,7.29062588245011e-07
-0.2421875,-0.401719831129733,-0.401720562477309,-0.401719831130315,5.81812376054813e-13,-7.31346993410043e-07,7.31347575222419e-07
-0.23828125,-0.402640501059373,-0.402641234659634,-0.402640501059957,5.84254866708989e-13,-7.33599676394636e-07,7.33600260649503e-07
-0.234375,-0.403546754459075,-0.403547490279522,-0.403546754459662,5.86697357363164e-13,-7.35819859543074e-07,7.35820446240432e-07
-0.23046875,-0.404438564686955,-0.404439302694891,-0.404438564687544,5.89084336866108e-13,-7.3800734723406e-07,7.38007936318397e-07
-0.2265625,-0.405315905493469,-0.405316645656006,-0.40531590549406,5.9136029406659e-13,-7.40161946344298e-07,7.40162537704592e-07
-0.22265625,-0.406178751023731,-0.406179493307792,-0.406178751024325,5.93858295871996e-13,-7.42283466470539e-07,7.42284060328835e-07
-0.21875,-0.407027075819801,-0.407027820192117,-0.407027075820398,5.96189764223709e-13,-7.44371719874071e-07,7.44372316063835e-07
-0.21484375,-0.407860854822932,-0.407861601250052,-0.40786085482353,5.98521232575422e-13,-7.4642652175827e-07,7.46427120279503e-07
